universe,cost_bps,period,n_rebalances,combined_cagr,combined_sharpe,combined_mdd,persist_only_cagr,persist_only_sharpe,persist_only_mdd,top2_cagr,top2_sharpe,top2_mdd,ew8_cagr,ew8_sharpe,ew8_mdd,delta_sharpe_vs_ew8,delta_cagr_vs_ew8,delta_mdd_vs_ew8,delta_sharpe_vs_persist,delta_cagr_vs_persist,combined_active_share,persist_active_share,combined_top2_share,combined_bottom2_share,combined_annual_turnover,ew8_annual_turnover
K200,30,BULL_2025,12,0.29136633097409415,1.7308051695745483,-0.064230419665111,0.239404346911134,1.4366924964108472,-0.06423041966511112,-0.03496893342759533,-0.028507046461737937,-0.19710366989074812,0.24428861752413122,1.99165182428855,-0.06198041966511103,-0.2608466547140016,0.04707771344996292,-0.0022499999999999742,0.29411267316370115,0.051961984062960154,0.25,0.5,0.0,0.25,4.725,0.0
KOSDAQ,30,BULL_2025,12,-0.007134690161742507,-0.01907978692831605,-0.07543062719576799,-0.021224439353355495,-0.16051787575834067,-0.06485759656202728,0.004190915308805554,0.09526770505669177,-0.09200003500299081,0.11958291186537218,1.2571306378429388,-0.04204034533001999,-1.276210424771255,-0.12671760202711468,-0.033390281865747995,0.14143808883002462,0.014089749191612988,0.4166666666666667,0.6666666666666666,0.0,0.4166666666666667,4.725,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,30,BULL_2025,12,-0.05200683920712024,-0.46218364181155475,-0.10153043985416277,-0.007417288566230806,-0.005783428747603838,-0.09901612465255194,0.1647832232248556,1.5209724240243077,-0.022868652811613988,0.12347214370878823,1.476147799073752,-0.024328852993387606,-1.9383314408853067,-0.17547898291590847,-0.07720158686077516,-0.4564002130639509,-0.04458955064088943,0.3333333333333333,0.75,0.0,0.3333333333333333,4.199999999999999,0.0
KOSPI_ALL,30,BULL_2025,12,0.08600678254390637,0.9275694763853075,-0.08018643815204674,0.1706985724062935,1.2889776739766274,-0.08235539115824297,-0.09183674411016562,-0.5475282950553283,-0.18133769189257887,0.19042237372146853,2.1353087016045973,-0.04581588063655484,-1.2077392252192898,-0.10441559117756216,-0.034370557515491895,-0.3614081975913199,-0.08469178986238712,0.4166666666666667,0.6666666666666666,0.0,0.4166666666666667,5.7749999999999995,0.0
KOSPI_EX_K200,30,BULL_2025,12,0.1720055847459896,1.83894135117606,-0.024012478848494223,0.21692853414167268,2.0436237831076314,-0.031099184016877945,0.09311313903803908,0.7023765183327492,-0.06766542821680466,0.11789481425423265,1.9141659111911096,-0.02180019878037376,-0.07522456001504962,0.05411077049175694,-0.0022122800681204646,-0.20468243193157143,-0.04492294939568309,0.16666666666666666,0.5833333333333334,0.08333333333333333,0.08333333333333333,2.0999999999999996,0.0
KOSPI_KOSDAQ_ALL,30,BULL_2025,12,0.09178770892035826,0.9576876083430005,-0.054439313723069094,0.10120838315563296,0.9859558542301561,-0.06060186165322046,0.062363231890498305,0.4510356887123347,-0.11835961932134076,0.1745871114015647,2.0228076610380294,-0.03545141869612045,-1.065120052695029,-0.08279940248120643,-0.018987895026948642,-0.028268245887155596,-0.009420674235274706,0.4166666666666667,0.5833333333333334,0.0,0.4166666666666667,6.3,0.0
K200,30,YTD_2026,4,0.5478233482564778,1.9760767193077888,-0.03746944657424145,0.5652398423482601,2.003600453451295,-0.03746944657424145,0.020864447482966453,0.1752655057853672,-0.04811875425348233,0.44758800968263035,3.218589932676514,0.0,-1.2425132133687251,0.10023533857384748,-0.03746944657424145,-0.02752373414350595,-0.017416494091782253,0.75,1.0,0.0,0.75,11.025,0.0
KOSDAQ,30,YTD_2026,4,0.23515108098529525,1.709502584266937,-0.008702944692863257,0.39239930924232014,1.90396139413033,-0.008702944692863257,0.7227240907835952,2.5456360228294916,-0.021182554883436233,0.35271358515920936,2.8047603829741363,-0.01114308345845183,-1.0952577987071994,-0.11756250417391412,0.002440138765588573,-0.19445880986339303,-0.1572482282570249,0.5,0.75,0.0,0.5,9.45,0.0
KOSDAQ_PLUS_KOSPI_EX_K200,30,YTD_2026,4,0.3170642449462744,4.0753525995058855,0.0,0.30787674253119324,3.8990276377522637,0.0,0.6432173375444483,2.958955073726697,-0.009778020805803478,0.2828730582623422,2.96081382296115,-0.008290406828556196,1.1145387765447357,0.03419118668393217,0.008290406828556196,0.17632496175362178,0.00918750241508115,0.25,0.25,0.0,0.25,4.725,0.0
KOSPI_ALL,30,YTD_2026,4,0.5064142772297318,1.9872661612950833,-0.03492549399772493,0.6714240487087784,2.193524553781273,-0.03492549399772482,0.3220734422351885,1.3685377565315178,-0.04203281763822175,0.3373222096968975,2.5834806921651743,-0.0010997618702287548,-0.596214530870091,0.16909206753283423,-0.03382573212749618,-0.2062583924861896,-0.1650097714790466,0.75,1.0,0.0,0.75,11.025,0.0
KOSPI_EX_K200,30,YTD_2026,4,0.37964249469850864,1.9227235232477613,-0.027853421233377085,0.38039961000827693,1.9649455566723066,-0.02559643145367496,0.31585841034811923,1.3131389288065136,-0.05461399683285584,0.09628607605010986,0.8131294328196278,-0.03853855760883207,1.1095940904281334,0.2833564186483988,0.010685136375454984,-0.042222033424545335,-0.000757115309768297,0.5,0.75,0.0,0.5,7.875,0.0
KOSPI_KOSDAQ_ALL,30,YTD_2026,4,0.3365450463130941,2.279699088053432,-0.027741193815654652,0.13362296194259926,1.1850980700301623,-0.027741193815654652,-0.1092186768589476,-2.3553576186084064,-0.030781180267777097,0.3575104971599006,3.6521409812900503,-0.0002378172667306666,-1.3724418932366182,-0.020965450846806455,-0.027503376548923986,1.0946010180232697,0.20292208437049486,0.75,1.0,0.25,0.5,7.875,0.0
